0.0066912104	0.028332274	0.034387127	0.009124239	0.019119756	-0.03572012	0.0012856799	0.022710595	0.033470545	0.061783615	-0.052522596	0.030518005	0.08132723	-0.056566857	-0.014377137	-0.04834869
-0.04578199	0.060616523	0.056645904	0.023582386	0.0030655242	-0.028168457	-0.01321745	0.0213629	-0.015515422	0.012803757	-0.055527896	0.026066057	-0.008132989	0.00281413	-0.07097686	0.009660645
-0.05482705	0.05042059	-0.020318622	0.024103727	0.075365804	-0.06690119	-0.0034164751	-0.013363583	0.08051072	0.007762078	-0.047421325	0.085885175	0.031891756	-0.025279574	-0.113538384	-0.072019055
-0.024944652	0.025031794	0.014901683	0.04471347	0.02628564	0.009246955	0.036570836	-0.040222697	0.05209977	0.04032503	0.0009136465	0.0088218115	0.05639835	-0.015722029	-0.062404685	-0.0011165509
-0.062102195	0.036880486	0.0019230036	0.038272753	-0.016000323	0.012684862	0.006058126	0.014400265	0.046066064	0.057852447	-0.014501492	0.070231915	0.037999168	-0.07914672	-0.1447996	-0.066512235
0.021975162	0.05187118	-0.00040464025	-0.003501029	0.002766545	-0.049103905	0.03664665	-0.040092073	-0.027042994	0.022907361	0.0364018	-0.004592042	0.06636561	0.019052079	0.047583096	-0.011779459
-0.038812086	-0.026868466	0.046487074	0.01327785	0.041437633	0.021938343	-0.016034722	-0.048253383	0.057599198	-0.011317847	-0.0076574543	-0.025990486	0.042431045	-0.07301347	-0.08570471	-0.06244968
-0.0034288513	-0.012672353	0.016144224	-0.02231787	0.039371356	-0.06923419	-0.013146625	-0.061196487	0.029190121	0.020073818	-0.08397143	-0.014698659	0.07514873	0.009797613	-0.0846878	0.02685428
0.00920425	0.008099375	-0.007416594	-0.0027670115	0.059643853	-0.013682923	0.008329361	-0.04783101	0.039285652	0.03717399	-0.04287206	0.0027504426	0.04358941	-0.07583098	-0.04706053	-0.026424197
-0.055992763	0.027381718	0.023933925	0.027490344	-0.019107595	0.03650232	0.039506145	-0.04237194	0.010241705	0.058098655	-0.019935556	0.05988694	0.01969003	-0.039002776	-0.03468316	0.018420635
-0.033588827	0.033179227	-0.025305416	0.015456167	0.052769683	0.0470811	-0.031184841	-0.05893051	0.040105514	0.03762936	-0.0073554437	-0.04696876	-0.0057651005	0.022237845	0.057244007	-0.042293258
